lights,T2,hour
3.153974027650088,-0.3388659276865109,0.7923223599861074
3.153974027650088,-0.3388659276865109,0.7923223599861074
3.153974027650088,-0.3388659276865109,0.7923223599861074
4.372855542230259,-0.3388659276865109,0.7923223599861074
4.372855542230259,-0.3388659276865109,0.7923223599861074
4.372855542230259,-0.3388659276865109,0.7923223599861074
5.591737056810431,-0.3388659276865109,0.9365639411859492
5.591737056810431,-0.3388659276865109,0.9365639411859492
4.372855542230259,-0.3388659276865109,0.9365639411859492
4.372855542230259,-0.32095640520536806,0.9365639411859492
8.029500085970774,-0.24533841940615472,0.9365639411859492
6.810618571390603,-0.2035495336168227,0.9365639411859492
5.591737056810431,-0.11997176203815871,1.0808055223857909
4.372855542230259,-0.02246436385299782,1.0808055223857909
0.7162109984897443,0.05315362194621551,1.0808055223857909
0.7162109984897443,0.15862080591082708,1.0808055223857909
0.7162109984897443,0.2382186875846864,1.0808055223857909
3.153974027650088,0.2581181550182295,1.0808055223857909
3.153974027650088,0.2581181550182295,1.2250471035856327
4.372855542230259,0.2581181550182295,1.2250471035856327
1.9350925130699161,0.2581181550182295,1.2250471035856327
4.372855542230259,0.2939371999805153,1.2250471035856327
4.372855542230259,0.31184672246165607,1.2250471035856327
4.372855542230259,0.3516456632985857,1.2250471035856327
3.153974027650088,0.39343454908791775,1.3692886847854744
1.9350925130699161,0.4372133798296521,1.3692886847854744
3.153974027650088,0.4571128472631973,1.3692886847854744
1.9350925130699161,0.5367107289370566,1.3692886847854744
1.9350925130699161,0.5566101963705997,1.3692886847854744
1.9350925130699161,0.5566101963705997,1.3692886847854744
1.9350925130699161,0.6103387638140263,1.5135302659853163
1.9350925130699161,0.6103387638140263,1.5135302659853163
1.9350925130699161,0.6700371720845012,1.5135302659853163
3.153974027650088,0.7138160028262355,1.5135302659853163
1.9350925130699161,0.7357054211820223,1.5135302659853163
1.9350925130699161,0.7357054211820223,1.5135302659853163
1.9350925130699161,0.7357054211820223,1.657771847185158
1.9350925130699161,0.7357054211820223,1.657771847185158
0.7162109984897443,0.7357054211820223,1.657771847185158
1.9350925130699161,0.6919265904402879,1.657771847185158
1.9350925130699161,0.6700371720845012,1.657771847185158
1.9350925130699161,0.6103387638140263,1.657771847185158
0.7162109984897443,0.6103387638140263,-1.659784520411202
1.9350925130699161,0.5566101963705997,-1.659784520411202
1.9350925130699161,0.51681125553367,-1.659784520411202
1.9350925130699161,0.496911788100127,-1.659784520411202
0.7162109984897443,0.496911788100127,-1.659784520411202
1.9350925130699161,0.4372133798296521,-1.659784520411202
1.9350925130699161,0.4372133798296521,-1.5155429392113604
1.9350925130699161,0.37154513073213097,-1.5155429392113604
0.7162109984897443,0.37154513073213097,-1.5155429392113604
-0.5026705160904275,0.31184672246165607,-1.5155429392113604
-0.5026705160904275,0.2760276774993724,-1.5155429392113604
-0.5026705160904275,0.2581181550182295,-1.5155429392113604
-0.5026705160904275,0.2581181550182295,-1.3713013580115185
-0.5026705160904275,0.19841974674775673,-1.3713013580115185
-0.5026705160904275,0.19841974674775673,-1.3713013580115185
-0.5026705160904275,0.13872133847728185,-1.3713013580115185
-0.5026705160904275,0.13872133847728185,-1.3713013580115185
-0.5026705160904275,0.13872133847728185,-1.3713013580115185
-0.5026705160904275,0.07305308937976074,-1.2270597768116769
-0.5026705160904275,0.033254148542831076,-1.2270597768116769
-0.5026705160904275,0.013354681109285843,-1.2270597768116769
-0.5026705160904275,0.013354681109285843,-1.2270597768116769
-0.5026705160904275,-0.004554841371854928,-1.2270597768116769
-0.5026705160904275,-0.04037388633414071,-1.2270597768116769
-0.5026705160904275,-0.04037388633414071,-1.082818195611835
-0.5026705160904275,-0.08017282717107037,-1.082818195611835
-0.5026705160904275,-0.10007229460461349,-1.082818195611835
-0.5026705160904275,-0.10007229460461349,-1.082818195611835
-0.5026705160904275,-0.11997176203815871,-1.082818195611835
-0.5026705160904275,-0.15977070287508838,-1.082818195611835
-0.5026705160904275,-0.15977070287508838,-0.9385766144119934
-0.5026705160904275,-0.2035495336168227,-0.9385766144119934
-0.5026705160904275,-0.2254389519726095,-0.9385766144119934
-0.5026705160904275,-0.2254389519726095,-0.9385766144119934
-0.5026705160904275,-0.2254389519726095,-0.9385766144119934
-0.5026705160904275,-0.2254389519726095,-0.9385766144119934
-0.5026705160904275,-0.2851373602430844,-0.7943350332121516
0.7162109984897443,-0.2851373602430844,-0.7943350332121516
-0.5026705160904275,-0.2851373602430844,-0.7943350332121516
-0.5026705160904275,-0.2851373602430844,-0.7943350332121516
0.7162109984897443,-0.3281202141978252,-0.7943350332121516
-0.5026705160904275,-0.3388659276865109,-0.7943350332121516
0.7162109984897443,-0.3388659276865109,-0.6500934520123098
0.7162109984897443,-0.3388659276865109,-0.6500934520123098
1.9350925130699161,-0.3388659276865109,-0.6500934520123098
1.9350925130699161,-0.3537905297541286,-0.6500934520123098
1.9350925130699161,-0.3985643359569837,-0.6500934520123098
3.153974027650088,-0.3985643359569837,-0.6500934520123098
1.9350925130699161,-0.3985643359569837,-0.5058518708124682
3.153974027650088,-0.4184638033905289,-0.5058518708124682
0.7162109984897443,-0.4449964326050958,-0.5058518708124682
-0.5026705160904275,-0.3985643359569837,-0.5058518708124682
-0.5026705160904275,-0.43836327679391335,-0.5058518708124682
-0.5026705160904275,-0.4582627442274586,-0.5058518708124682
-0.5026705160904275,-0.4582627442274586,-0.3616102896126264
-0.5026705160904275,-0.4582627442274586,-0.3616102896126264
